step:,cumulative_err:,CTE:,Steering:,Speed:,throttle:
503,139.181,-0.5141,0.0215794,10.8233,0.1
504,139.442,-0.5113,0.0215951,10.8253,0.1
505,139.695,-0.5023,0.0184662,10.8313,0.1
506,139.944,-0.4991,0.0207158,10.8333,0.1
507,140.19,-0.496,0.0206938,10.8353,0.1
508,140.429,-0.4895,0.0189285,10.8392,0.1
509,140.666,-0.4862,0.0201216,10.8412,0.1
510,140.892,-0.476,0.0165796,10.847,0.1
511,141.105,-0.4616,0.0136904,10.8548,0.1
512,141.308,-0.4503,0.0140256,10.8606,0.1
513,141.501,-0.4387,0.0129649,10.8664,0.1
514,141.69,-0.4347,0.0158223,10.8683,0.1
515,141.875,-0.4308,0.0156877,10.8702,0.1
516,142.05,-0.4185,0.0113069,10.8759,0.1
517,142.218,-0.4101,0.012232,10.8797,0.1
518,142.383,-0.4059,0.0136949,10.8815,0.1
519,142.544,-0.4016,0.0134257,10.8834,0.1
520,142.702,-0.3972,0.0131443,10.8853,0.1
521,142.853,-0.3884,0.0106985,10.889,0.1
522,143.001,-0.3839,0.0121605,10.8909,0.1
523,143.144,-0.3794,0.0119002,10.8928,0.1
524,143.275,-0.361,0.00468065,10.9001,0.1
525,143.395,-0.3468,0.00511405,10.9057,0.1
526,143.512,-0.342,0.00856505,10.9075,0.1
527,143.616,-0.3226,0.00094635,10.9148,0.1
528,143.717,-0.3177,0.0064152,10.9166,0.1
529,143.806,-0.2978,-0.0014259,10.9238,0.1
530,143.886,-0.2827,-0.00087455,10.9291,0.1
531,143.963,-0.2776,0.00275425,10.9309,0.1
532,144.037,-0.2724,0.00233045,10.9327,0.1
533,144.108,-0.2673,0.0019941,10.9345,0.1
534,144.177,-0.2621,0.00156515,10.9362,0.1
535,144.24,-0.2517,-0.001429,10.9398,0.1
536,144.301,-0.2464,0.0002042,10.9415,0.1
537,144.359,-0.2411,-0.00020525,10.9433,0.1
538,144.412,-0.2305,-0.00327,10.9468,0.1
539,144.463,-0.2252,-0.0015674,10.9485,0.1
540,144.511,-0.2198,-0.0020375,10.9503,0.1
541,144.553,-0.2037,-0.00782565,10.9555,0.1
542,144.592,-0.1983,-0.0039865,10.9572,0.1
543,144.629,-0.1928,-0.0044801,10.9589,0.1
544,144.664,-0.1874,-0.0048864,10.9606,0.1
545,144.698,-0.182,-0.0053354,10.9623,0.1
546,144.727,-0.1704,-0.0088902,10.9657,0.1
547,144.754,-0.1643,-0.00721805,10.9675,0.1
548,144.779,-0.158,-0.00784905,10.9692,0.1
549,144.8,-0.1447,-0.0119067,10.9725,0.1
550,144.819,-0.1379,-0.00991775,10.9742,0.1
551,144.836,-0.1311,-0.0105322,10.9759,0.1
552,144.851,-0.1243,-0.01115,10.9776,0.1
553,144.865,-0.1176,-0.0117212,10.9793,0.1
554,144.875,-0.102,-0.0167902,10.9826,0.1
555,144.884,-0.0929,-0.0150538,10.9843,0.1
556,144.89,-0.0746,-0.0205265,10.9876,0.1
557,144.894,-0.0653,-0.0178238,10.9893,0.1
558,144.897,-0.0561,-0.0186758,10.9909,0.1
559,144.899,-0.0467,-0.0196724,10.9925,0.1
560,144.901,-0.0372,-0.0206438,10.9942,0.1
561,144.901,-0.0276,-0.02163,10.9958,0.1
562,144.901,-0.008,-0.027586,10.9991,0.1
563,144.901,0.0019,-0.024697,11.0007,0.1
564,144.902,0.0119,-0.0257429,11.0023,0.1
565,144.903,0.0317,-0.0316588,11.0056,0.1
566,144.904,0.0416,-0.0287096,11.0072,0.1
567,144.907,0.0514,-0.0296753,11.0088,0.1
568,144.911,0.0612,-0.0306859,11.0104,0.1
569,144.916,0.071,-0.0317014,11.012,0.1
570,144.922,0.0807,-0.0326717,11.0136,0.1
571,144.93,0.0904,-0.0336869,11.0152,0.1
572,144.94,0.1001,-0.034707,11.0168,0.1
573,144.952,0.1097,-0.0356818,11.0184,0.1
574,144.969,0.1288,-0.0414562,11.0215,0.1
575,144.988,0.1384,-0.0386854,11.0231,0.1
576,145.01,0.1478,-0.0396193,11.0246,0.1
577,145.035,0.1572,-0.0406379,11.0262,0.1
578,145.066,0.1759,-0.0463159,11.0293,0.1
579,145.1,0.1852,-0.0435785,11.0309,0.1
580,145.138,0.1944,-0.0445557,11.0324,0.1
581,145.183,0.2127,-0.050132,11.0355,0.1
582,145.232,0.2217,-0.0474229,11.0371,0.1
583,145.285,0.2307,-0.0484382,11.0386,0.1
584,145.343,0.2396,-0.049408,11.0401,0.1
585,145.405,0.2485,-0.0504223,11.0416,0.1
586,145.475,0.2661,-0.0557953,11.0447,0.1
587,145.551,0.2748,-0.0532427,11.0462,0.1
588,145.631,0.2834,-0.0542044,11.0477,0.1
589,145.721,0.3004,-0.0594146,11.0507,0.1
590,145.817,0.3089,-0.0570191,11.0522,0.1
591,145.917,0.3172,-0.0579277,11.0537,0.1
592,146.023,0.3255,-0.0589204,11.0552,0.1
593,146.14,0.3418,-0.0639213,11.0582,0.1
594,146.263,0.3498,-0.0615762,11.0597,0.1
595,146.391,0.3578,-0.0625551,11.0612,0.1
596,146.524,0.3657,-0.063488,11.0627,0.1
597,146.67,0.3812,-0.0682686,11.0656,0.1
598,146.821,0.3888,-0.066063,11.0671,0.1
599,146.978,0.3964,-0.0670212,11.0686,0.1
600,147.141,0.4038,-0.0678831,11.07,0.1
601,147.316,0.4185,-0.0724823,11.0729,0.1
602,147.497,0.4257,-0.0704152,11.0744,0.1
603,147.685,0.4328,-0.0713016,11.0758,0.1
604,147.878,0.4398,-0.0721815,11.0772,0.1
605,148.078,0.4468,-0.0731049,11.0787,0.1
606,148.29,0.4603,-0.077285,11.0816,0.1
607,148.508,0.467,-0.0754685,11.083,0.1
608,148.732,0.4735,-0.0762753,11.0844,0.1
609,148.968,0.4863,-0.0803184,11.0873,0.1
610,149.223,0.5047,-0.0846508,11.0915,0.1
611,149.496,0.5222,-0.0863019,11.0957,0.1
612,149.792,0.544,-0.0904739,11.1012,0.1
613,150.093,0.5491,-0.0845784,11.1026,0.1
614,150.4,0.5541,-0.0853155,11.104,0.1
615,150.724,0.5686,-0.0908498,11.1082,0.1
616,151.057,0.5777,-0.0898886,11.111,0.1
617,151.396,0.582,-0.0886896,11.1123,0.1
618,151.74,0.5863,-0.0894128,11.1137,0.1
619,152.093,0.5945,-0.09209,11.1164,0.1
620,152.451,0.5984,-0.0910592,11.1178,0.1
621,152.814,0.6022,-0.0917003,11.1191,0.1
622,153.185,0.6094,-0.094085,11.1218,0.1
623,153.584,0.631,-0.102321,11.1313,0.1
624,153.991,0.6385,-0.0977498,11.1353,0.1
625,154.409,0.6465,-0.099073,11.1403,0.1
626,154.829,0.6481,-0.0969971,11.1417,0.1
627,155.251,0.6497,-0.0974819,11.143,0.1
628,155.675,0.6511,-0.0978675,11.1443,0.1
629,156.104,0.6546,-0.0993848,11.1483,0.1
630,156.533,0.6555,-0.0987625,11.1496,0.1
631,156.965,0.657,-0.099481,11.1522,0.1
632,157.398,0.6583,-0.0998602,11.1561,0.1
633,157.832,0.6585,-0.0997694,11.16,0.1
634,158.265,0.6583,-0.0999186,11.1613,0.1
635,158.698,0.6575,-0.0999273,11.1639,0.1
636,159.127,0.6554,-0.099525,11.1677,0.1
637,159.556,0.6544,-0.100192,11.169,0.1
638,159.982,0.6533,-0.100369,11.1702,0.1
639,160.404,0.6493,-0.0991335,11.174,0.1
640,160.821,0.646,-0.0994065,11.1765,0.1
641,161.236,0.6441,-0.100099,11.1778,0.1
642,161.648,0.6421,-0.10018,11.1791,0.1
643,162.058,0.64,-0.10025,11.1803,0.1
644,162.465,0.6378,-0.100309,11.1816,0.1
645,162.869,0.6355,-0.100356,11.1828,0.1
646,163.269,0.633,-0.100343,11.184,0.1
647,163.66,0.6248,-0.0975552,11.1878,0.1
648,164.046,0.6218,-0.0996461,11.1992,0.1
649,164.429,0.6187,-0.0996054,11.1739,0.1
650,164.804,0.6122,-0.0979015,11.2033,0.1
651,165.174,0.6087,-0.0990559,11.1762,0.1
652,165.532,0.5976,-0.0952047,11.1804,0.1
653,165.884,0.5937,-0.0979915,11.1987,0.1
654,166.227,0.5855,-0.0957443,11.1844,0.1
655,166.554,0.5723,-0.0927104,11.1879,0.1
656,166.866,0.5581,-0.0911695,11.2072,0.1
657,167.166,0.548,-0.0920735,11.1878,0.1
658,167.461,0.5428,-0.0937849,11.2755,0.1
659,167.744,0.5322,-0.090831,11.212,0.1
660,168.021,0.5267,-0.0925843,11.2301,0.1
661,168.293,0.5211,-0.0922449,11.187,0.1
662,168.559,0.5153,-0.0918425,11.2989,0.1
663,168.818,0.5096,-0.0915673,10.9818,0.1
664,169.066,0.4976,-0.0880961,11.244,0.1
665,169.307,0.4914,-0.0900418,11.164,0.1
666,169.543,0.4851,-0.0896144,11.2223,0.1
667,169.772,0.4787,-0.0891737,11.2344,0.1
668,169.989,0.4656,-0.0854165,11.2778,0.1
669,170.199,0.459,-0.087586,11.0869,0.1
670,170.391,0.4383,-0.0800952,11.2064,0.1
671,170.577,0.4312,-0.0850408,11.2989,0.1
672,170.757,0.4241,-0.0845428,11.041,0.1
673,170.925,0.4095,-0.0802876,11.251,0.1
674,171.086,0.402,-0.0825786,11.2026,0.1
675,171.242,0.3944,-0.0819758,11.3294,0.1
676,171.392,0.3869,-0.0814592,10.9835,0.1
677,171.53,0.3713,-0.0768449,11.2737,0.1
678,171.662,0.3635,-0.0793666,11.1453,0.1
679,171.788,0.3554,-0.0786143,11.2412,0.1
680,171.903,0.3391,-0.0738739,11.222,0.1
681,172.012,0.3308,-0.0764093,11.3086,0.1
682,172.116,0.3226,-0.0757906,11.0667,0.1
683,172.215,0.3141,-0.0749776,11.2442,0.1
684,172.303,0.297,-0.0699761,11.2058,0.1
685,172.386,0.2882,-0.0725602,11.3637,0.1
686,172.455,0.2619,-0.0630612,11.2677,0.1
687,172.519,0.2529,-0.0692076,11.2286,0.1
688,172.578,0.2439,-0.0684296,11.3277,0.1
689,172.629,0.2259,-0.0631425,11.2549,0.1
690,172.676,0.2167,-0.0658509,11.2763,0.1
691,172.719,0.2074,-0.0649846,11.2236,0.1
692,172.752,0.1794,-0.0547943,11.2541,0.1
693,172.777,0.1603,-0.0565244,11.1653,0.1
694,172.8,0.1507,-0.0594398,11.2647,0.1
695,172.82,0.1411,-0.0585503,11.2786,0.1
696,172.837,0.1314,-0.057606,11.2456,0.1
697,172.852,0.1216,-0.0566468,11.3311,0.1
698,172.864,0.1119,-0.0557728,11.0935,0.1
699,172.873,0.0922,-0.0498489,11.2885,0.1
700,172.88,0.0825,-0.0529201,11.2369,0.1
701,172.885,0.073,-0.0520866,11.3705,0.1
702,172.889,0.064,-0.0514186,11.0489,0.1
703,172.891,0.0474,-0.0467423,11.3011,0.1
704,172.893,0.0408,-0.0501027,11.2163,0.1
705,172.894,0.0362,-0.0504608,11.4192,0.1
706,172.896,0.0349,-0.0516683,11.1051,0.1
707,172.897,0.0372,-0.0533569,11.2764,0.1
708,172.9,0.0514,-0.0595626,11.2287,0.1
709,172.902,0.046,-0.0512056,11.409,0.1
710,172.903,0.0377,-0.0492344,11.1669,0.1
711,172.904,0.0326,-0.0500207,11.2837,0.1
712,172.905,0.0309,-0.0512262,11.3002,0.1
713,172.906,-0.0353,-0.0187885,11.3532,0.1
714,172.908,-0.039,-0.043399,11.1147,0.1
715,172.91,-0.0426,-0.0430577,11.288,0.1
716,172.912,-0.046,-0.0427747,11.3064,0.1
717,172.914,-0.0489,-0.0426603,11.2639,0.1
718,172.917,-0.0517,-0.0423944,11.3691,0.1
719,172.92,-0.0545,-0.0420872,11.0802,0.1
720,172.924,-0.0604,-0.040227,11.3141,0.1
721,172.928,-0.0633,-0.0411053,11.2593,0.1
722,172.932,-0.0664,-0.0406821,11.3988,0.1
723,172.937,-0.0693,-0.0404375,11.028,0.1
724,172.942,-0.0724,-0.0400113,11.291,0.1
725,172.948,-0.0785,-0.038162,11.2061,0.1
726,172.955,-0.0817,-0.0389612,11.4681,0.1
727,172.963,-0.0913,-0.0353955,11.3302,0.1
728,172.973,-0.098,-0.0358365,11.442,0.1
729,172.983,-0.1013,-0.0368159,11.1811,0.1
730,172.994,-0.1046,-0.0364336,11.3064,0.1
731,173.007,-0.1148,-0.0325962,11.3816,0.1
732,173.023,-0.1251,-0.0314636,11.3309,0.1
733,173.041,-0.1356,-0.0302658,11.0884,0.1
734,173.063,-0.1462,-0.0290927,11.279,0.1
735,173.087,-0.1569,-0.0279043,11.3131,0.1
736,173.115,-0.1677,-0.0267004,11.4919,0.1
737,173.149,-0.1823,-0.0236293,11.2449,0.1
738,173.183,-0.1861,-0.0274762,11.4708,0.1
739,173.222,-0.1971,-0.0233977,11.3489,0.1
740,173.265,-0.2082,-0.0221436,11.1213,0.1
741,173.315,-0.2231,-0.019022,11.4334,0.1
742,173.37,-0.2342,-0.0193149,11.3654,0.1
743,173.44,-0.2636,-0.00892315,11.1066,0.1
744,173.515,-0.2747,-0.0149958,11.2538,0.1
745,173.593,-0.2785,-0.0173965,11.5135,0.1
746,173.672,-0.2821,-0.0169755,11.1594,0.1
747,173.758,-0.2929,-0.012869,11.2946,0.1
748,173.846,-0.2966,-0.0151907,11.4733,0.1
749,173.94,-0.3073,-0.0111671,11.3824,0.1
750,174.041,-0.3179,-0.00998815,11.0372,0.1
751,174.149,-0.3284,-0.00881395,11.2671,0.1
752,174.264,-0.3388,-0.00764455,11.3517,0.1
753,174.386,-0.349,-0.00653005,11.5605,0.1
754,174.515,-0.3589,-0.0054806,11.421,0.1
755,174.651,-0.3687,-0.00435625,11.1338,0.1
756,174.794,-0.3783,-0.0032871,11.3046,0.1
757,174.944,-0.3877,-0.00223325,11.3579,0.1
758,175.097,-0.3909,-0.0041978,11.4253,0.1
759,175.254,-0.397,-0.0022293,11.5915,0.1
760,175.414,-0.4,-0.0029693,11.1603,0.1
761,175.582,-0.4088,0.0004351,11.3219,0.1
762,175.756,-0.4173,0.00137375,11.3677,0.1
763,175.934,-0.4228,0.00093515,11.2842,0.1
764,176.116,-0.4256,0.00034795,11.5791,0.1
765,176.304,-0.4335,0.0033947,11.4144,0.1
766,176.5,-0.4436,0.0055065,11.3706,0.1
767,176.704,-0.4508,0.0052919,11.6526,0.1
768,176.913,-0.4577,0.00609075,11.4203,0.1
769,177.127,-0.4621,0.0057618,11.523,0.1
770,177.344,-0.4662,0.0062849,11.3811,0.1
771,177.567,-0.4724,0.0079811,11.6006,0.1
772,177.794,-0.4761,0.00758915,11.391,0.1
773,178.022,-0.478,0.00729815,11.4262,0.1
774,178.252,-0.4798,0.00767805,11.3442,0.1
775,178.486,-0.4833,0.0089497,11.0742,0.1
776,178.721,-0.4849,0.00859215,11.3889,0.1
777,178.958,-0.4866,0.00904545,11.4436,0.1
778,179.196,-0.4881,0.0093595,11.3085,0.1
779,179.437,-0.4912,0.0105551,11.0649,0.1
780,179.68,-0.4926,0.0102614,11.3926,0.1
781,179.924,-0.494,0.0106484,11.4467,0.1
782,180.171,-0.4967,0.0116868,11.6242,0.1
783,180.419,-0.4979,0.0114557,11.0933,0.1
784,180.668,-0.4991,0.0118253,11.3927,0.1
785,180.918,-0.5002,0.0121454,11.4581,0.1
786,181.169,-0.5013,0.012506,11.2864,0.1
787,181.423,-0.5033,0.0133177,11.2095,0.1
788,181.677,-0.5043,0.0132698,11.6071,0.1
789,181.932,-0.5051,0.0135224,11.2238,0.1
790,182.188,-0.506,0.0139054,11.583,0.1
791,182.445,-0.5067,0.0141487,11.1098,0.1
792,182.702,-0.5074,0.0144724,11.4024,0.1
793,182.96,-0.5081,0.0147965,11.4528,0.1
794,183.22,-0.5093,0.0153711,11.5842,0.1
795,183.479,-0.5093,0.0151458,11.5842,0.1
796,183.74,-0.5102,0.0158509,11.406,0.1
797,184,-0.5106,0.0159462,11.4564,0.1
798,184.261,-0.5109,0.0161916,11.3288,0.1
799,184.523,-0.5112,0.0164772,11.6264,0.1
800,184.784,-0.5116,0.016813,11.4075,0.1
801,185.046,-0.5117,0.0169589,11.4624,0.1
802,185.308,-0.5116,0.0171247,11.3277,0.1
803,185.569,-0.5113,0.0172703,11.6181,0.1
804,185.83,-0.5101,0.0170454,11.4057,0.1
805,186.089,-0.5092,0.01733,11.482,0.1
806,186.347,-0.5081,0.017394,11.2659,0.1
807,186.604,-0.5067,0.0173874,11.6899,0.1
808,186.857,-0.5034,0.0165491,11.525,0.1
809,187.108,-0.5006,0.0167194,11.184,0.1
810,187.356,-0.4981,0.0168384,11.4185,0.1
811,187.601,-0.4954,0.0167361,11.4592,0.1
812,187.844,-0.4924,0.0165623,11.3635,0.1
813,188.08,-0.4858,0.0147052,11.1345,0.1
814,188.312,-0.482,0.0156862,11.419,0.1
815,188.541,-0.478,0.0154452,11.469,0.1
816,188.761,-0.4694,0.0129799,11.6005,0.1
817,188.977,-0.4651,0.0145025,11.0947,0.1
818,189.189,-0.4607,0.0142528,11.4197,0.1
819,189.398,-0.4562,0.0139909,11.4803,0.1
820,189.602,-0.4517,0.0137668,11.3195,0.1
821,189.797,-0.4426,0.0112381,11.1528,0.1
822,189.989,-0.4379,0.012747,11.4216,0.1
823,190.177,-0.4331,0.0124436,11.4859,0.1
824,190.356,-0.4235,0.0097753,11.6531,0.1
825,190.531,-0.4187,0.0114247,11.2526,0.1
826,190.703,-0.4137,0.0110515,11.6312,0.1
827,190.87,-0.4089,0.010856,11.2628,0.1
828,191.033,-0.4038,0.0104279,11.5832,0.1
829,191.192,-0.3989,0.0102173,11.1067,0.1
830,191.347,-0.3938,0.0098242,11.4261,0.1
831,191.494,-0.3836,0.006956,11.3085,0.1
832,191.63,-0.3678,0.0033199,11.6587,0.1
833,191.761,-0.3626,0.0072212,11.1401,0.1
834,191.889,-0.3573,0.00682985,11.4315,0.1
835,192.012,-0.3519,0.0064258,11.4958,0.1
836,192.129,-0.341,0.0033063,11.66,0.1
837,192.241,-0.3356,0.0051341,11.2454,0.1
838,192.35,-0.3301,0.00470915,11.6382,0.1
839,192.452,-0.319,0.00151865,11.6119,0.1
840,192.55,-0.3135,0.0033654,11.2109,0.1
841,192.645,-0.3078,0.0028693,11.7011,0.1
842,192.733,-0.2966,-0.0003024,11.592,0.1
843,192.818,-0.291,0.0015231,11.1685,0.1
844,192.899,-0.2853,0.00105575,11.4421,0.1
845,192.974,-0.2739,-0.0022273,11.3643,0.1
846,193.046,-0.2681,-0.00043325,11.6442,0.1
847,193.112,-0.2565,-0.003785,11.7194,0.1
848,193.175,-0.2508,-0.0018696,11.2954,0.1
849,193.235,-0.2449,-0.00241715,11.5392,0.1
850,193.292,-0.2392,-0.00278755,11.2776,0.1
851,193.344,-0.2275,-0.0062438,11.2067,0.1
852,193.393,-0.2215,-0.00445305,11.6287,0.1
853,193.439,-0.2158,-0.00479515,11.1538,0.1
854,193.483,-0.2099,-0.0053602,11.4501,0.1
855,193.523,-0.198,-0.0088512,11.3823,0.1
856,193.559,-0.1919,-0.00704525,11.6334,0.1
857,193.594,-0.1862,-0.00736215,11.108,0.1
858,193.62,-0.162,-0.0171011,11.6902,0.1
859,193.645,-0.1562,-0.010243,11.1841,0.1
860,193.667,-0.1502,-0.0108479,11.4522,0.1
861,193.688,-0.1442,-0.0113758,11.5129,0.1
862,193.706,-0.1322,-0.0149097,11.666,0.1
863,193.722,-0.1264,-0.0129465,11.2577,0.1
864,193.733,-0.1084,-0.0195723,11.6243,0.1
865,193.743,-0.0965,-0.0182741,11.6723,0.1
866,193.751,-0.0906,-0.0164188,11.1929,0.1
867,193.758,-0.0846,-0.0170165,11.581,0.1
868,193.764,-0.0787,-0.0175271,11.205,0.1
869,193.769,-0.0668,-0.0210837,11.2343,0.1
870,193.773,-0.0668,-0.0162903,11.2343,0.1
871,193.776,-0.0549,-0.0222129,11.2773,0.1
872,193.779,-0.0489,-0.0204284,11.6472,0.1
873,193.78,-0.0432,-0.0208568,11.1846,0.1
874,193.781,-0.0315,-0.0244111,11.5128,0.1
875,193.782,-0.0257,-0.0226182,11.3972,0.1
876,193.782,-0.0198,-0.0232383,11.6383,0.1
877,193.783,-0.0084,-0.0265741,11.4654,0.1
878,193.783,-0.0026,-0.0249128,11.5212,0.1
879,193.783,0.003,-0.0253943,11.3781,0.1
880,193.783,0.0144,-0.0288615,11.2054,0.1
881,193.783,0.0202,-0.0272116,11.6396,0.1
882,193.784,0.0257,-0.0276545,11.091,0.1
883,193.785,0.037,-0.031123,11.5468,0.1
884,193.787,0.0425,-0.0293742,11.3042,0.1
885,193.789,0.0482,-0.0300483,11.7561,0.1
886,193.792,0.0536,-0.0304951,11.3107,0.1
887,193.796,0.0592,-0.0311647,11.6275,0.1
888,193.8,0.0644,-0.0315569,11.1402,0.1
889,193.805,0.0699,-0.0322619,11.4686,0.1
890,193.81,0.0753,-0.0327995,11.5362,0.1
891,193.817,0.0806,-0.0333298,11.3567,0.1
892,193.824,0.0861,-0.0340029,11.7093,0.1
893,193.834,0.0966,-0.0371012,11.6547,0.1
894,193.844,0.1017,-0.035502,11.1823,0.1
895,193.855,0.1068,-0.0360654,11.4752,0.1
896,193.868,0.1119,-0.0366314,11.5294,0.1
897,193.883,0.1221,-0.0397524,11.6772,0.1
898,193.899,0.127,-0.0381859,11.1875,0.1
899,193.916,0.1321,-0.038842,11.7251,0.1
900,193.935,0.1369,-0.0392704,11.2166,0.1
901,193.957,0.1465,-0.0422237,11.0982,0.1
902,193.979,0.1512,-0.0408093,11.4712,0.1
903,194.004,0.156,-0.0414073,11.557,0.1
904,194.031,0.1654,-0.04427,11.7721,0.1
905,194.06,0.1699,-0.0428449,11.3352,0.1
906,194.09,0.1745,-0.0434322,11.6268,0.1
907,194.122,0.179,-0.0439317,11.211,0.1
908,194.158,0.1878,-0.0466256,11.1876,0.1
909,194.195,0.1922,-0.0454017,11.6552,0.1
910,194.233,0.1963,-0.0457898,11.2137,0.1
911,194.273,0.2006,-0.0464001,11.7522,0.1
912,194.317,0.2089,-0.0489346,11.6102,0.1
913,194.362,0.2128,-0.047671,11.2039,0.1
914,194.409,0.217,-0.0483195,11.7411,0.1
915,194.46,0.2249,-0.0507019,11.6581,0.1
916,194.512,0.2287,-0.0495563,11.303,0.1
917,194.565,0.2287,-0.0481506,11.303,0.1
918,194.619,0.2326,-0.0502169,11.7032,0.1
919,194.676,0.2399,-0.0524269,11.4847,0.1
920,194.736,0.2436,-0.0514787,11.5505,0.1
921,194.797,0.2472,-0.0519223,11.3809,0.1
922,194.86,0.2508,-0.0524077,11.7382,0.1
923,194.926,0.2576,-0.0544965,11.6609,0.1
924,194.994,0.2608,-0.0535069,11.1709,0.1
925,195.064,0.264,-0.0539589,11.4881,0.1
926,195.137,0.2704,-0.0560141,11.38,0.1
927,195.212,0.2735,-0.0551408,11.7162,0.1
928,195.288,0.2765,-0.0555391,11.2622,0.1
929,195.366,0.2794,-0.0559288,11.6839,0.1
930,195.447,0.2851,-0.0577613,11.7344,0.1
931,195.53,0.2878,-0.0569752,11.2598,0.1
932,195.615,0.2905,-0.0573905,11.6718,0.1
933,195.701,0.2931,-0.057757,11.2348,0.1
934,195.788,0.2958,-0.0582149,11.7657,0.1
935,195.88,0.3031,-0.0609365,11.5933,0.1
936,195.975,0.308,-0.0606205,11.3195,0.1
937,196.073,0.3141,-0.0618675,11.6868,0.1
938,196.177,0.3214,-0.0632382,11.1378,0.1
939,196.286,0.3305,-0.0650335,11.4936,0.1
940,196.403,0.3417,-0.0671643,11.563,0.1
941,196.526,0.3504,-0.0672095,11.3805,0.1
942,196.648,0.3494,-0.0634042,11.7694,0.1
943,196.772,0.3532,-0.0658808,11.2809,0.1
944,196.901,0.3582,-0.0670399,11.7029,0.1
945,197.038,0.3705,-0.0713752,11.7515,0.1
946,197.18,0.3775,-0.0701439,11.2746,0.1
947,197.329,0.3852,-0.0713865,11.6827,0.1
948,197.483,0.3929,-0.072353,11.2751,0.1
949,197.644,0.4012,-0.0736236,11.7576,0.1
950,197.812,0.4094,-0.0746083,11.3122,0.1
951,197.994,0.4266,-0.0801416,11.2904,0.1
952,198.183,0.4354,-0.0778793,11.7484,0.1
953,198.38,0.4439,-0.0788312,11.267,0.1
954,198.585,0.4526,-0.0800075,11.6897,0.1
955,198.798,0.4608,-0.0808579,11.2324,0.1
956,199.025,0.4772,-0.0860165,11.2881,0.1
957,199.261,0.4854,-0.0837992,11.6866,0.1
958,199.504,0.4932,-0.0846658,11.3214,0.1
959,199.755,0.5011,-0.0857464,11.7029,0.1
960,200.014,0.5086,-0.0865907,11.1993,0.1
961,200.28,0.5162,-0.0876488,11.7256,0.1
962,200.562,0.5307,-0.0921241,11.6245,0.1
963,200.851,0.5377,-0.090093,11.2847,0.1
964,201.148,0.5448,-0.0911154,11.7368,0.1
965,201.452,0.5515,-0.0919011,11.2491,0.1
966,201.764,0.5584,-0.0929503,11.6334,0.1
967,202.083,0.5649,-0.0937228,11.2522,0.1
968,202.417,0.5777,-0.0978116,11.1564,0.1
969,202.758,0.584,-0.0961336,11.5063,0.1
970,203.134,0.6131,-0.10847,11.6625,0.1
971,203.516,0.6183,-0.0997393,11.2,0.1
972,203.905,0.6237,-0.100671,11.7027,0.1
973,204.3,0.6287,-0.101326,11.2978,0.1
974,204.708,0.6385,-0.104545,11.2894,0.1
975,205.122,0.6432,-0.103296,11.7307,0.1
976,205.541,0.6476,-0.10394,11.2505,0.1
977,205.966,0.6521,-0.104756,11.6302,0.1
978,206.402,0.6604,-0.107436,11.7283,0.1
979,206.844,0.6643,-0.106399,11.246,0.1
980,207.29,0.668,-0.107023,11.6436,0.1
981,207.741,0.6715,-0.107628,11.2461,0.1
982,208.196,0.675,-0.108316,11.7801,0.1
983,208.661,0.6814,-0.110457,11.6261,0.1
984,209.129,0.6842,-0.109639,11.3049,0.1
985,209.601,0.6871,-0.110312,11.7561,0.1
986,210.077,0.6897,-0.110797,11.273,0.1
987,210.559,0.6944,-0.112454,11.2143,0.1
988,211.044,0.6967,-0.112073,11.7163,0.1
989,211.532,0.6987,-0.112502,11.2913,0.1
990,212.026,0.7023,-0.113853,11.2733,0.1
991,212.521,0.7039,-0.113565,11.7329,0.1
992,213.018,0.7052,-0.113928,11.1926,0.1
993,213.518,0.7065,-0.114411,11.7184,0.1
994,214.018,0.7075,-0.114745,11.2876,0.1
995,214.52,0.7085,-0.115199,11.6924,0.1
996,215.024,0.7098,-0.115804,11.7678,0.1
997,215.528,0.7103,-0.115889,11.3262,0.1
998,216.033,0.7105,-0.116144,11.7207,0.1
999,216.538,0.7106,-0.116469,11.2877,0.1
1000,217.043,0.7102,-0.116585,11.2491,0.1
1001,217.546,0.7093,-0.116649,11.1639,0.1
1002,218.048,0.7086,-0.117014,11.5191,0.1
1003,218.549,0.7077,-0.117197,11.5877,0.1
1004,219.048,0.7067,-0.117411,11.4095,0.1
1005,219.544,0.7041,-0.116863,11.3075,0.1
1006,220.037,0.7025,-0.117454,11.779,0.1
1007,220.529,0.7008,-0.117594,11.2813,0.1
1008,221.014,0.6969,-0.116673,11.1771,0.1
1009,221.497,0.6947,-0.11748,11.5224,0.1
1010,221.976,0.6923,-0.117506,11.5917,0.1
1011,222.452,0.6898,-0.117561,11.4082,0.1
1012,222.924,0.6871,-0.117555,11.7748,0.1
1013,223.392,0.6843,-0.117577,11.2604,0.1
1014,223.856,0.6812,-0.117488,11.677,0.1
1015,224.316,0.678,-0.117467,11.2323,0.1
1016,224.766,0.6712,-0.115682,11.2618,0.1
1017,225.212,0.6675,-0.116886,11.6323,0.1
1018,225.653,0.6638,-0.116848,11.3234,0.1
1019,226.088,0.6598,-0.116658,11.7191,0.1
1020,226.488,0.6328,-0.105074,11.7316,0.1
1021,226.883,0.6279,-0.113738,11.1977,0.1
1022,227.257,0.6121,-0.108104,11.526,0.1
